都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
222038,0000000082,静岡県,沼津市,今沢中学校,イマザワチュウガッコウ,静岡県沼津市東原字下方通289-1,,35.12563,138.816719,グラウンド出入口壁,055-966-9981,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000083,静岡県,沼津市,あしたか学園,アシタカガクエン,静岡県沼津市東原164-1,,35.127139,138.819642,1階スタッフルーム内,055-966-7134,,8000020222038,沼津市,月火水木金土日,00:00,00:00,,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000084,静岡県,沼津市,市立病院,シリツビョウイン,静岡県沼津市東椎路字春ノ木550,,35.119777,138.834713,1階ロビー,055-924-5100,,8000020222038,沼津市,月火水木金,07:45,17:20,祝日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000085,静岡県,沼津市,市立病院,シリツビョウイン,静岡県沼津市東椎路字春ノ木550,,35.119514,138.834954,2階南側階段前,055-924-5100,,8000020222038,沼津市,月火水木金,07:45,17:20,祝日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000086,静岡県,沼津市,児童発達支援センターみゆき,ジドウハッタツシエンセンターミユキ,静岡県沼津市東原161-1,,35.127789,138.819964,玄関正面柱,055-968-0500,,8000020222038,沼津市,月火水木金,07:30,18:00,祝日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000087,静岡県,沼津市,愛鷹小学校,アシタカショウガッコウ,静岡県沼津市西椎路673-1,,35.131149,138.829947,放送室前の廊下の壁（北側）,055-966-4244,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000088,静岡県,沼津市,愛鷹中学校,アシタカチュウガッコウ,静岡県沼津市西椎路733,,35.13347,138.828601,職員室前の廊下の壁,055-966-4229,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000089,静岡県,沼津市,愛鷹地区センター,アシタカチクセンター,静岡県沼津市東原358-1,,35.129095,138.822894,正面入口左側（大会議室前）,055-966-5301,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000090,静岡県,沼津市,原地区センター,ハラチクセンター,静岡県沼津市原1200-3,,35.129294,138.793836,事務所,055-966-0084,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000091,静岡県,沼津市,原デイサービスセンター,ハラデイサービスセンター,静岡県沼津市原1200-3,,35.129351,138.793573,事務室,055-966-0084,,8000020222038,沼津市,月火水木金土,08:00,17:30,年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,原地区センターと別に設置あり
222038,0000000092,静岡県,沼津市,北消防署原分署,キタショウボウショハラブンショ,静岡県沼津市原1431-10,,35.1287257,138.8048751,1階出動準備室西側,055-967-0119,,8000020222038,沼津市,月火水木金土日,00:00,00:00,出動中は貸出し不可,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000093,静岡県,沼津市,原東小学校,ハラヒガシショウガッコウ,静岡県沼津市大塚814-1,,35.126622,138.810062,職員室前廊下の壁,055-967-1213,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000094,静岡県,沼津市,原東小学校,ハラヒガシショウガッコウ,静岡県沼津市大塚814-1,,35.126753,138809032,体育館内入口の壁,055-967-1213,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000095,静岡県,沼津市,原小学校,ハラショウガッコウ,静岡県沼津市原1200,,35.127833,138.792935,職員室前の廊下の柱,055-966-0034,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000096,静岡県,沼津市,原中学校,ハラチュウガッコウ,静岡県沼津市原576,,35.12606,138.787692,職員室内の壁,055-966-0138,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000097,静岡県,沼津市,浮島地区センター,ウキシマチクセンター,静岡県沼津市平沼375-1,,35.1439907,138.7839336,玄関ホール右側壁,055-968-1322,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000098,静岡県,沼津市,浮島小学校,ウキシマショウガッコウ,静岡県沼津市平沼811,,35.147021,138.784296,職員室前の廊下の柱,055-966-2004,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000099,静岡県,沼津市,浮島中学校,ウキシマチュウガッコウ,静岡県沼津市平沼849,,35.148946,138.783711,職員室前の廊下,055-966-2040,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000100,静岡県,沼津市,大平地区センター,オオヒラチクセンター,静岡県沼津市大平2197-2,,35.076506,138.911154,事務所,055-934-3980,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000101,静岡県,沼津市,南消防署大平出張所,ミナミショウボウショオオヒラシュッチョウジョ,静岡県沼津市大平1442-1,,35.0729241,138.9038296,1階事務所受付,055-933-0119,,8000020222038,沼津市,月火水木金土日,00:00,00:00,出動中は貸出し不可,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000102,静岡県,沼津市,大平保育所,オオヒラホイクショ,静岡県沼津市大平1677,,35.0739865,138.9090009,玄関右側壁,055-931-1218,,8000020222038,沼津市,月火水木金土,07:00,18:00,祝日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000103,静岡県,沼津市,大平幼稚園,オオヒラヨウチエン,静岡県沼津市大平2205-1,,35.0761202,138.9091618,玄関前の廊下の壁,055-932-2080,,8000020222038,沼津市,月火水木金,08:30,14:00,祝日、休日、年末年始、長期休業等による閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000104,静岡県,沼津市,大平小学校,オオヒラショウガッコウ,静岡県沼津市大平2200,,35.076409,138.910473,職員室前の廊下の壁,055-931-5020,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000105,静岡県,沼津市,大平中学校,オオヒラチュウガッコウ,静岡県沼津市大平1144,,35.071163,138.903377,職員室前の廊下の柱,055-931-5021,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000106,静岡県,沼津市,静浦地区センター,シズウラチクセンター,静岡県沼津市獅子浜34,,35.050912,138.886367,中央通路の壁,055-933-2510,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000107,静岡県,沼津市,南消防署静浦分署,ミナミショウボウショシズウラブンショ,静岡県沼津市獅子浜14-1,,35.049967,138.88671,1階事務所北側受付,055-932-8119,,8000020222038,沼津市,月火水木金土日,00:00,00:00,出動中は貸出し不可,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000108,静岡県,沼津市,静浦小中一貫学校,シズウラショウチュウイッカンガッコウ,静岡県沼津市獅子浜17,,35.050898,138.885541,児童生徒玄関正面,055-931-3017,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000109,静岡県,沼津市,文化財センター,ブンカザイセンター,静岡県沼津市志下530,,35.063883,138.88375,２階事務室前,055-935-5010,,8000020222038,沼津市,月火水木金,08:30,17:15,祝日、休日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000110,静岡県,沼津市,内浦地区センター,ウチウラチクセンター,静岡県沼津市内浦三津249-3,,35.024623,138.9008984,市民窓口側通路壁,055-946-1100,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000111,静岡県,沼津市,南消防署内浦出張所,ミナミショウボウショウチウラシュッチョウジョ,静岡県沼津市内浦三津88-12,,35.022717,138.8961184,1階事務所南側,055-941-3119,,8000020222038,沼津市,月火水木金土日,00:00,00:00,出動中は貸出し不可,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000112,静岡県,沼津市,内浦小学校,ウチウラショウガッコウ,静岡県沼津市内浦三津410-1,,35.024721,138.901252,職員玄関右側の柱,055-943-2134,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,令和３年３月閉校予定
222038,0000000113,静岡県,沼津市,長井崎中学校,ナガイサキチュウガッコウ,静岡県沼津市内浦重須字洞畑453,,35.021369,138.883265,事務室入口右側の壁,055-941-3111,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,令和３年４月～　長井崎小中一貫学校
222038,0000000114,静岡県,沼津市,西浦地区センター,ニシウラチクセンター,静岡県沼津市西浦立保22-1,,35.016817,138.853456,中央通路の壁,055-942-2700,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000115,静岡県,沼津市,南消防署西浦出張所,ミナミショウボウショニシウラシュッチョウジョ,静岡県沼津市西浦立保22-1,,35.016905,138.85345,1階事務所内,055-942-3119,,8000020222038,沼津市,月火水木金土日,00:00,00:00,出動中は貸出し不可,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000116,静岡県,沼津市,市民の森,シミンノモリ,静岡県沼津市西浦河内506,,34.985472,138.848321,管理棟,055-942-3103,,8000020222038,沼津市,月火水木金土日,08:30,17:15,休園日：11月~３月。４月~６月・９月~10月の月曜日。宿直駐在時は24時間利用可,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000117,静岡県,沼津市,大瀬海水浴場,オセカイスイヨクジョウ,静岡県沼津市西浦江梨325-2地先,,35.0245039,138.7841549,仮設監視所内,055-934-4746,,8000020222038,沼津市,月火水木金土日,09:30,16:00,夏期のみ,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,設置は期間限定
222038,0000000118,静岡県,沼津市,らららサンビーチ（平沢海水浴場）,ラララサンビーチ,静岡県沼津市西浦平沢517-4,,35.0198675,138.8589541,管理事務所内,055-942-3555,,8000020222038,沼津市,月火水木金土日,08:30,17:00,夏期のみ,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,設置は期間限定
222038,0000000119,静岡県,沼津市,西浦保育所,ニシウラホイクショ,静岡県沼津市西浦平沢200-29,,35.019778,138.857248,玄関ホール,055-942-2059,,8000020222038,沼津市,月火水木金土,07:30,18:30,祝日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000120,静岡県,沼津市,西浦小学校,ニシウラショウガッコウ,静岡県沼津市西浦平沢255-2,,35.019286,138.856293,職員玄関,055-942-2004,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,令和３年３月閉校予定
222038,0000000121,静岡県,沼津市,戸田診療所,ヘダシンリョウジョ,静岡県沼津市戸田916-2,,34.9737034,138.7804389,診察室内,0558-94-3970,,8000020222038,沼津市,月火水木金土,09:00,17:00,月曜日・火曜日・水曜日・金曜日：9時-17時　木曜日・土曜日：9時-12時、祝日・年末年始休診,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000122,静岡県,沼津市,南消防署戸田出張所,ミナミショウボウショヘダシュッチョウジョ,静岡県沼津市戸田1306-1,,34.9718012,138.7870821,1階事務所内,0558-94-5119,,8000020222038,沼津市,月火水木金土日,00:00,00:00,出動中は貸出し不可,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000123,静岡県,沼津市,くるら戸田,クルラヘダ,静岡県沼津市戸田1294-3,,34.9716341,138.7865523,1階事務所前,0558-94-5151,,8000020222038,沼津市,月火水木金土日,08:30,22:00,無休（施設メンテナンス日等を除く）,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000124,静岡県,沼津市,戸田デイサービスセンター,ヘダデイサービスセンター,静岡県沼津市戸田1575-1,,34.970522,138.789953,事務室,0558-94-5550,,8000020222038,沼津市,月火水木金,08:30,17:15,年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000125,静岡県,沼津市,戸田図書館,ヘダトショカン,静岡県沼津市戸田845-2,,34.9717629,138.7790567,1階カウンター後ろ,0558-94-4420,,8000020222038,沼津市,火水木金土日,09:00,17:00,休館日：月曜日、祝日、年末年始、４月１日、館内整理日、特別整理期間,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000126,静岡県,沼津市,戸田B＆G海洋センター,ヘダビーアンドジーカイヨウセンター,静岡県沼津市戸田2053,,34.968335,138.80122,事務室,0558-94-3501,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日（祝日と重なる場合はその翌日）、祝日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000127,静岡県,沼津市,ゆめとびら舟山,ユメトビラフナヤマ,静岡県沼津市戸田2558-1,,34.9479413,138.7749685,1階事務室前,0558-94-3871,,8000020222038,沼津市,火水木金土日,08:30,17:00,宿泊利用時は24時間利用可　休館日：月曜日（祝日と重なる場合はその翌日）、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000128,静岡県,沼津市,戸田造船郷土資料博物館,ヘダゾウセンキョウドシリョウハクブツカン,静岡県沼津市戸田2710-1,,34.9768557,138.7659152,正面玄関ロビー,0558-94-2384,,8000020222038,沼津市,月火木金土日,09:00,16:30,休館日：水曜日、祝日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000129,静岡県,沼津市,御浜海水浴場,ミハマカイスイヨクジョウ,静岡県沼津市戸田2710-1地先,,34.9733013,138.7634362,管理事務所内,0558-94-2009,,8000020222038,沼津市,月火水木金土日,08:30,17:00,夏期のみ,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,設置は期間限定
222038,0000000130,静岡県,沼津市,へだっこセンター（戸田幼稚園・戸田保育所）,ヘダッコセンター,静岡県沼津市戸田1031-1,,34.9711891,138.7840566,職員室の壁,0558-94-3099,,8000020222038,沼津市,月火水木金土,07:30,18:30,祝日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000131,静岡県,沼津市,戸田中学校,ヘダチュウガッコウ,静岡県沼津市戸田875,,34.972305,138.779168,事務室前の廊下の壁,0558-94-3055,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,令和３年４月～　戸田小中一貫学校
222038,0000000132,静岡県,沼津市,戸田中学校,ヘダチュウガッコウ,静岡県沼津市戸田875,,34.9719,138.780037,体育館入口付近の壁,0558-94-3055,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,令和３年４月～　戸田小中一貫学校
222038,0000000133,静岡県,沼津市,井田海水浴場,イタカイスイヨクジョウ,静岡県沼津市井田519地先,,35.0001735,138.7763136,仮設監視所内,055-934-4746,,8000020222038,沼津市,月火水木金土日,08:30,17:00,夏期のみ,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,設置は期間限定
