都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
222038,,静岡県,沼津市,戸田診療所,ヘダシンリョウジョ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市戸田916-3,,,,0558-94-3720,,,,沼津市,2211110834,-,,,,
222038,,静岡県,沼津市,こだま耳鼻咽喉科クリニック,コダマジビインコウカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市庄栄町１０－１７,,,,055-926-1333,,,,医療法人社団　珠光会,2211110842,-,,,,
222038,,静岡県,沼津市,心療内科ゆうゆう,シンリョウナイカユウユウ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市高沢町３番１５号,,,,055-951-6788,,,,医療法人社団ゆうゆう会,2211110859,-,,,,
222038,,静岡県,沼津市,みさき皮フ科クリニック,ミサキヒフカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市西椎路８８－１,,,,055-967-3636,,,,医療法人社団きさらぎ会,2211110867,-,,,,
222038,,静岡県,沼津市,沼津大山クリニック,ヌマヅオオヤマクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大手町１－１－６,,,,055-954-2274,,,,医療法人社団恒健会,2211110875,-,,,,
222038,,静岡県,沼津市,髙遠内科クリニック,コウエンナイカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市東椎路９２２－１,,,,055-926-8739,,,,医療法人社団優花,2211110883,-,,,,
222038,,静岡県,沼津市,武藤医院,ムトウイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市三園町１２－５,,,,055-931-0088,,,,医療法人社団佑慎会,2211110891,-,,,,
222038,,静岡県,沼津市,沼津岡宮第一クリニック,ヌマヅオカノミヤダイイチクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市岡宮字洞畑９９１－１,,,,055-926-2260,,,,医療法人社団方正会,2211110909,-,,,,
222038,,静岡県,沼津市,医療法人社団秀博会　大岡マサキクリニック,イリョウホウジンシャダンシュウハクカイ　オオオカマサキクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大岡８６３－６,ツインヒルズ１階,,,055-943-9696,,,,医療法人社団秀博会,2211110917,-,,,,
222038,,静岡県,沼津市,つりた耳鼻咽喉科クリニック,ツリタジビインコウカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市宮前町１３－４,,,,055-927-3387,,,,医療法人社団　静富会,2211110925,-,,,,
222038,,静岡県,沼津市,白十字小児科医院,ハクジュウジショウニカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市下香貫馬場４８８－１,,,,055-933-5111,,,,医療法人社団白祥会,2211110933,-,,,,
222038,,静岡県,沼津市,あめみや内科,アメミヤナイカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市吉田町１７－２８,,,,055-935-1159,,,,医療法人社団ＣＡＮ,2211110941,-,,,,
222038,,静岡県,沼津市,さとやま整形外科内科,サトヤマセイケイゲカナイカ,居宅療養管理指導、訪問リハビリテーション、訪問看護,沼津市東原５６０－１,,,,055-939-8031,,,,医療法人友愛会,2211110958,-,,,,
222038,,静岡県,沼津市,さとやま整形外科内科,サトヤマセイケイゲカナイカ,通所リハビリテーション,沼津市東原５６０－１,,,,055-939-8031,,,,医療法人友愛会,2211110958,月～金,祝日、年末年始を除く,30,,
222038,,静岡県,沼津市,瀬尾記念慶友病院,セオキネンケイユウビョウイン,居宅療養管理指導、訪問リハビリテーション、訪問看護,沼津市下香貫島郷２７７３－１,,,,055-935-1511,,,,医療法人桂名会,2211110966,-,,,,
222038,,静岡県,沼津市,瀬尾記念慶友病院,セオキネンケイユウビョウイン,通所リハビリテーション,沼津市下香貫島郷２７７３－１,,,,055-935-1511,,,,医療法人桂名会,2211110966,月～金,12/30～1/3を除く,15,,
222038,,静岡県,沼津市,ふじわらクリニック,フジワラクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市寿町１８－８,,,,055-924-8777,,,,医療法人社団ヘルスファースト,2211110974,-,,,,
222038,,静岡県,沼津市,旭医院,アサヒイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市原２８５－１,,,,055-966-0031,,,,医療法人社団旭医院,2211110982,-,,,,
222038,,静岡県,沼津市,医療法人社団勝優会　するがホームEクリニック,イリョウホウジンシャダンショウユウカイ　スルガホームＥクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市新宿町１２－５,　ミルカ２号館,,,055-929-2055,,,,医療法人社団勝優会,2211110990,-,,,,
222038,,静岡県,沼津市,医療法人　清和会　沼津血管外科形成クリニック,イリョウホウジンセイワカイ　ヌマヅケッカンゲカケイセイクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市通横町８－９,　マキヤ御成橋ビル３階,,,055-952-3776,,,,医療法人清和会,2211111006,-,,,,
222038,,静岡県,沼津市,沼津ひまわり眼科,ヌマヅヒマワリガンカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市東椎路字東荒３０１番地３,ららぽーと沼津１階,,,055-943-5182,,,,医療法人ひまわり会,2211111014,-,,,,
222038,,静岡県,沼津市,わかばやし耳鼻咽喉科クリニック,ワカバヤシジビインコウカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市御幸町５番２６号,,,,055-933-3311,,,,医療法人社団若葉,2211111022,-,,,,
222038,,静岡県,沼津市,トータルサポートクリニック沼津,トータルサポートクリニックヌマヅ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市原１７２１－１５,シティコープ原１Ｆ東号室,,,055-957-4910,,,,一般社団法人メディカブライト,2211111030,-,,,,
222038,,静岡県,沼津市,沼津市立病院,ヌマヅシリツビョウイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市東椎路字春ノ木５５０,,,,0559-24-5100,,0559-24-5133,,沼津市,2211160011,-,,,,
222038,,静岡県,沼津市,森田歯科医院,モリタシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市戸田１５７４－１７,,,,0558-94-4187,,0558-94-4187,,森田　憲治,2230301067,-,,,,
222038,,静岡県,沼津市,山田歯科医院,ヤマダシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市戸田５２２,,,,0558-94-2016,,,,山田　英輝,2230301216,-,,,,
222038,,静岡県,沼津市,金井歯科診療所,カナイシカシンリョウショ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大平１５８４－１,,,,0559-31-3922,,,,金井　実,2231100831,-,,,,
222038,,静岡県,沼津市,山本歯科,ヤマモトシカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市上土町４３－２,,,,0559-62-5487,,0559-62-6245,,山本　龍樹,2231101177,-,,,,
222038,,静岡県,沼津市,鏡歯科医院,カガミシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市岡一色７７０－１,,,,0559-21-1723,,,,木下　富美,2231101250,-,,,,
222038,,静岡県,沼津市,神田歯科医院,カンダシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市大手町５－４－８,,,,0559-51-6480,,0559-51-6480,,神田　博司,2231101466,-,,,,
222038,,静岡県,沼津市,田川歯科医院,タガワシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大手町５－１３－５,,,,0559-62-1413,,,,田川　徹郎,2231101508,-,,,,
222038,,静岡県,沼津市,杏林歯科,キョウリンシカ,居宅療養管理指導、通所リハビリテーション,沼津市西椎路１９３－４,,,,0559-67-1487,,0559-67-5088,,梁　祖福,2231101581,-,,,,
222038,,静岡県,沼津市,芹沢歯科医院,セリザワシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大岡１９６２,,,,0559-32-7070,,0559-22-5161,,芹沢　泰,2231101599,-,,,,
222038,,静岡県,沼津市,ビクラス歯科医院,ビクラスシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市上香貫三貫地１２３４－２,,,,0559-32-8211,,0559-32-7062,,大草　隆,2231101615,-,,,,
222038,,静岡県,沼津市,鈴木歯科医院,スズキシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市北高島町４－１１,,,,0559-22-2888,,0559-22-2889,,鈴木　篤実,2231101631,-,,,,
222038,,静岡県,沼津市,野口歯科医院,ノグチシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市三枚橋町６－５,,,,0559-63-0050,,0559-63-0050,,野口　和也,2231101656,-,,,,
222038,,静岡県,沼津市,Ｋ.Ｌ.Ｔ．川口メモリアル歯科,ケーエルティーカワグチメモリアルシカ,居宅療養管理指導、通所リハビリテーション,沼津市大手町３－２－２０,サンフォーレビル３階,,,0559-63-5841,,0559-63-5881,,川口　和子,2231101722,-,,,,
222038,,静岡県,沼津市,笹本歯科,ササモトシカ,居宅療養管理指導、通所リハビリテーション,沼津市大手町５－６－７,,,,0559-51-2815,,,,笹本　純一,2231101730,-,,,,
222038,,静岡県,沼津市,津野歯科医院,ツノシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市大岡２２７５－６,,,,0559-21-5614,,0559-21-5164,,津野　宏,2231101748,-,,,,
222038,,静岡県,沼津市,亀井歯科医院,カメイシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市大手町１－１－９,,,,055-962-0995,,0559-63-1225,,亀井正仁,2231101755,-,,,,
222038,,静岡県,沼津市,ミノベ歯科医院,ミノベシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大手町３－３－２,,,,0559-51-0299,,0559-51-0299,,美濃部　浩久,2231101763,-,,,,
222038,,静岡県,沼津市,敬愛歯科医院,ケイアイシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市下香貫下障子３１５１－５,,,,0559-31-0100,,0559-31-0100,,渡辺　光佳,2231101771,-,,,,
222038,,静岡県,沼津市,堀江歯科医院,ホリエシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市三園町２－１１,,,,0559-31-8181,,0559-31-8181,,堀江　薫雄,2231101805,-,,,,
222038,,静岡県,沼津市,望月歯科医院,モチヅキシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市宮町１１番地,,,,0559-51-0191,,,,望月　洋,2231101813,-,,,,
222038,,静岡県,沼津市,増山歯科医院,マスヤマシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市添地町１２５,,,,0559-62-2176,,0559-62-2176,,増山　博也,2231101821,-,,,,
222038,,静岡県,沼津市,三津間歯科医院,ミツマシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市大岡１７５６－３３,,,,0559-51-3777,,0559-51-3778,,三津間　学,2231101870,-,,,,
222038,,静岡県,沼津市,渡辺歯科医院,ワタナベシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市花園町５－３,,,,0559-23-0213,,,,渡辺　慎也,2231101888,-,,,,
222038,,静岡県,沼津市,わたなべ歯科医院,ワタナベシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市志下４３０－１,,,,0559-31-5445,,0559-31-5445,,渡辺　清一,2231101961,-,,,,
222038,,静岡県,沼津市,おざわ歯科医院,オザワシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大岡１５４１－４,,,,0559-51-2534,,0559-51-2534,,小澤　光浩,2231101979,-,,,,
222038,,静岡県,沼津市,中ノ森歯科医院,ナカノモリシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市緑ケ丘２－１０,,,,0559-23-6784,,0559-23-6784,,中ノ森　暁,2231101987,-,,,,
222038,,静岡県,沼津市,加藤歯科医院,カトウシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市北今沢１６－１,,,,0559-66-4841,,,,加藤　靖,2231101995,-,,,,
222038,,静岡県,沼津市,アップル歯科医院,アップルシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市新宿町８－３,,,,0559-22-0130,,,,小野　龍,2231102001,-,,,,
222038,,静岡県,沼津市,浅井歯科医院,アサイシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市浅間町２５１,,,,0559-62-2157,,0559-62-2157,,浅井　茂,2231102019,-,,,,
222038,,静岡県,沼津市,たなか歯科,タナカシカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市東沢田２３３－８,,,,0559-23-6884,,0559-21-1314,,田中　こずえ,2231102035,-,,,,
222038,,静岡県,沼津市,原田歯科医院,ハラダシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市大塚３２７－３,,,,0559-67-5566,,0559-67-8803,,原田　雅弘,2231102043,-,,,,
222038,,静岡県,沼津市,パル博愛歯科,パルハクアイシカ,居宅療養管理指導、通所リハビリテーション,沼津市末広町４,,,,0559-62-0432,,,,竹内　純子,2231102076,-,,,,
222038,,静岡県,沼津市,光野歯科クリニック,ミツノシカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市下香貫大久保２２９５－１４,,,,0559-34-0077,,0559-34-0077,,光野　衛,2231102084,-,,,,
222038,,静岡県,沼津市,わたり歯科医院,ワタリシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大岡３８０９－５,,,,0559-23-1902,,0559-23-1902,,渡邉　正人,2231102118,-,,,,
222038,,静岡県,沼津市,鈴木歯科医院,スズキシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市吉田町２８－２６,,,,0559-66-2035,,0559-31-1192,,鈴木　啓一郎,2231102126,-,,,,
222038,,静岡県,沼津市,ベル歯科医院,ベルシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市中沢田２９０－４,,,,0559-24-8088,,,,鈴木　俊将,2231102142,-,,,,
222038,,静岡県,沼津市,サトウ歯科,サトウシカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市石川１６３,,,,0559-66-2035,,0559-67-6662,,佐藤　由和,2231102167,-,,,,
222038,,静岡県,沼津市,伊東歯科医院,イトウシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大塚字道の上１４１－１,,,,0559-67-2525,,0559-67-2525,,伊東　邦彦,2231102225,-,,,,
222038,,静岡県,沼津市,飯島歯科医院,イイジマシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市五月町５－１１,,,,0559-21-8150,,0559-21-8150,,飯島　浩人,2231102233,-,,,,
222038,,静岡県,沼津市,西家歯科医院,ニシイエシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市原１９８,,,,0559-66-0007,,,,西家　孝,2231102241,-,,,,
222038,,静岡県,沼津市,せきざわ歯科医院,セキザワシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市西間門２２７－４,,,,0559-51-6123,,0559-51-6123,,堰澤　敦,2231102266,-,,,,
222038,,静岡県,沼津市,ウエダ歯科,ウエダシカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市平町１５－１０,,,,0559-63-7070,,,,上田　貴彦,2231102308,-,,,,
222038,,静岡県,沼津市,ごとう歯科医院,ゴトウシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市原１４１８－４５,,,,0559-66-5511,,0559-66-5511,,後藤　美紀,2231102316,-,,,,
222038,,静岡県,沼津市,後藤歯科医院,ゴトウシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市東椎路８３１,,,,0559-25-3511,,0559-25-3678,,後藤　隆,2231102324,-,,,,
222038,,静岡県,沼津市,城内歯科医院,キウチシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市三枚橋町１３－９,,,,0559-62-2612,,0559-62-2612,,城内　廣人,2231102340,-,,,,
222038,,静岡県,沼津市,宮内歯科医院,ミヤウチシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市中沢田４６６,,,,0559-25-8217,,,,宮内　秀和,2231102357,-,,,,
222038,,静岡県,沼津市,岡山デンタルクリニック,オカヤマデンタルクリニック,居宅療養管理指導、通所リハビリテーション,沼津市西椎路１１８－１,,,,0559-67-2322,,0559-67-2352,,岡山　一成,2231102365,-,,,,
222038,,静岡県,沼津市,増田歯科医院,マスダシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市新町４０４,,,,0559-62-0195,,0559-62-0195,,増田　清治,2231102373,-,,,,
222038,,静岡県,沼津市,たまだ歯科医院,タマダシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市高砂町７－１０,,,,0559-24-3799,,0559-24-3799,,玉田　敬,2231102399,-,,,,
222038,,静岡県,沼津市,増田デンタルクリニック,マスダデンタルクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大岡２４３７－１,,,,0559-22-0705,,0559-22-0705,,増田　隆宣,2231102407,-,,,,
222038,,静岡県,沼津市,古屋歯科医院,フルヤシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市下香貫藤井原１６１８－６,,,,0559-33-4435,,0559-33-4436,,古屋　佳浩,2231102415,-,,,,
222038,,静岡県,沼津市,長尾歯科医院,ナガオシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市上香貫宮原町１５０５,,,,0559-31-3780,,0559-31-3780,,長尾　伸也,2231102449,-,,,,
222038,,静岡県,沼津市,きくた歯科医院,キクタシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市下河原町三丁目１１－１５,,,,0559-51-4628,,0559-51-4628,,菊田　泰生,2231102456,-,,,,
222038,,静岡県,沼津市,稲玉歯科医院,イナダマシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大岡１８８１－３,,,,0559-23-4735,,0559-26-5919,,稲玉　圭輔,2231102464,-,,,,
222038,,静岡県,沼津市,梅田歯科医院,ウメダシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市米山町２－２９,梅田ビル１Ｆ,,,0559-21-3338,,0559-21-3338,,梅田博彦,2231102472,-,,,,
222038,,静岡県,沼津市,平原歯科クリニック,ヒラハラシカクリニック,居宅療養管理指導、通所リハビリテーション,沼津市大岡５１７－４,,,,0559-52-1101,,,,平原　徹,2231102480,-,,,,
222038,,静岡県,沼津市,庄司歯科医院,ショウジシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市本町９,,,,0559-62-1122,,0559-62-3433,,庄司　善則,2231102498,-,,,,
222038,,静岡県,沼津市,雲野歯科医院,ウンノシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市山王台１番６号,,,,0559-63-6231,,,,雲野　孝,2231102506,-,,,,
222038,,静岡県,沼津市,大島歯科医院,オオシマシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市筒井町２－６,,,,0559-25-0776,,,,大島　和彦,2231102522,-,,,,
222038,,静岡県,沼津市,ソデ歯科医院,ソデシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市高島町２７－１１,,,,0559-21-2720,,0559-21-3002,,外　信之,2231102548,-,,,,
222038,,静岡県,沼津市,潮木歯科医院,ウシオギシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大平１８１１－３,,,,0559-33-4615,,,,潮木　和也,2231102571,-,,,,
222038,,静岡県,沼津市,頴川歯科矯正歯科,エガワシカキョウセイシカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市高島本町１１－１５,,,,0559-23-6480,,,,頴川　世,2231102589,-,,,,
222038,,静岡県,沼津市,町田歯科クリニック,マチダシカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市原７２０,,,,0559-67-6062,,,,町田　太郎,2231102597,-,,,,
222038,,静岡県,沼津市,くわはら矯正歯科医院,クワハラキョウセイシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市大手町５－５－３,,,,0559-62-0388,,,,桑原　聡,2231102605,-,,,,
222038,,静岡県,沼津市,さとう歯科医院,サトウシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市大岡８１０－２６,,,,0559-20-3515,,,,佐藤　有,2231102613,-,,,,
222038,,静岡県,沼津市,大嶽歯科医院,オオタケシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市岡一色４２１－２,,,,0559-25-1286,,,,大嶽　雅也,2231102621,-,,,,
222038,,静岡県,沼津市,むらまつ歯科医院,ムラマツシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市高沢町４－２５,,,,0559-26-4180,,,,村松　里子,2231102639,-,,,,
222038,,静岡県,沼津市,小児歯科よしいけ,ショウニシカヨシイケ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市市場町７－８,,,,0559-32-6106,,,,吉池　眞奈美,2231102647,-,,,,
222038,,静岡県,沼津市,いくこ歯科医院,イクコシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市原６５５－１５,,,,0559-68-4618,,,,町田　維久子,2231102654,-,,,,
222038,,静岡県,沼津市,幸歯科医院,ユキシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市下香貫宮脇３１４－３,,,,0559-33-8143,,,,久保　幸正,2231102688,-,,,,
222038,,静岡県,沼津市,庵原町中歯科医院,イハラマチナカシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市原町中１－３－１０,,,,0559-67-4381,,,,庵原　明倫,2231102696,-,,,,
222038,,静岡県,沼津市,シラカベ歯科医院,シラカベシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市本字下一丁田８８９－７,,,,0559-52-3333,,,,白壁　浩之,2231102704,-,,,,
222038,,静岡県,沼津市,酒井歯科医院,サカイシカイイン,居宅療養管理指導、通所リハビリテーション,沼津市今沢３４０,,,,0559-68-1551,,,,酒井　正人,2231102746,-,,,,
222038,,静岡県,沼津市,千葉歯科医院,チバシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大手町２－９－１,,,,0559-63-8329,,,,千葉 玲子,2231102761,-,,,,
222038,,静岡県,沼津市,もちづき歯科医院,モチヅキシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大塚８７１－５,,,,,,,,望月　宣秀,2231102779,-,,,,
222038,,静岡県,沼津市,矢田歯科医院,ヤタシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市御幸町１０－２７,,,,0559-31-0157,,,,矢田誠,2231102787,-,,,,
222038,,静岡県,沼津市,ヤマダデンタルオフィス,ヤマダデンタルオフィス,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大手町１－１－３,　パレットビル９Ｆ,,,0559-54-3322,,,,山田　浩史,2231102803,-,,,,
222038,,静岡県,沼津市,小野歯科医院,オノシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市高島町８－１,,,,,,,,＊,2231102837,-,,,,
222038,,静岡県,沼津市,桜井歯科医院,サクライシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市沼北町１－５－１７,,,,055-927-2232,,,,桜井歯科医院,2231102845,-,,,,
222038,,静岡県,沼津市,鎌田歯科医院,カマタシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市御幸町２４－４６,,,,055-933-9700,,,,＊,2231102852,-,,,,
222038,,静岡県,沼津市,中島歯科医院,ナカジマシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市三園町９－１４,,,,055-932-7177,,,,中島徹,2231102860,-,,,,
222038,,静岡県,沼津市,山本矯正歯科,ヤマモトキョウセイシカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市上土町４３－２,,,,055-952-8741,,,,山本　真,2231102878,-,,,,
222038,,静岡県,沼津市,すんとう歯科クリニック,スントウシカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大平１３８－１,,,,055-933-3418,,,,駿藤昭義,2231102894,-,,,,
222038,,静岡県,沼津市,ながさわ原町歯科医院,ナガサワハラマチシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市原字東沖１７６４－１,,,,055-969-2167,,,,長澤　信岳,2231102910,-,,,,
222038,,静岡県,沼津市,田原歯科医院,タワラシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市庄栄町１０－４３,,,,,,,,田原清,2231102944,-,,,,
222038,,静岡県,沼津市,ひろせ歯科クリニック,ヒロセシカクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市根古屋２０３－２,,,,,,,,廣瀬千鶴,2231102951,-,,,,
222038,,静岡県,沼津市,れいこ歯科,レイコシカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市高沢町９－１９,,,,055-923-8388,,,,＊,2231102993,-,,,,
222038,,静岡県,沼津市,栗田歯科医院,クリタシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市幸町４,,,,,,,,栗田満,2231103017,-,,,,
222038,,静岡県,沼津市,パートナー歯科,パートナーシカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大岡１７１９-１,,,,,,,,黒澤まゆ,2231103025,-,,,,
222038,,静岡県,沼津市,はんがい歯科医院,ハンガイシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市米山町２－７　１Ｆ,,,,055-925-0003,,,,半谷　一臣,2231103041,-,,,,
222038,,静岡県,沼津市,デンタルオフィスみなと,デンタルオフィスミナト,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市本田町5-17,,,,055-926-8241,,,,露木　良治,2231103058,-,,,,
222038,,静岡県,沼津市,ひまわり歯科,ヒマワリシカ,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市中瀬町１０－１１,,,,055-933-0648,,,,横山　脩英,2231103074,-,,,,
222038,,静岡県,沼津市,いわした歯科医院,イワシタシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市大手町4-3-40,,,,055-962-2124,,,,石渡　浩貴,2231103090,-,,,,
222038,,静岡県,沼津市,中野歯科医院,ナカノシカイイン,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市下本町50,,,,055-962-1075,,,,中野文雄,2231103116,-,,,,
222038,,静岡県,沼津市,あさひデンタルクリニック,アサヒデンタルクリニック,居宅療養管理指導、通所リハビリテーション、訪問リハビリテーション、訪問看護,沼津市沼北町2-11-18,,,,055-941-8148,,,,山本記英子,2231103124,-,,,,
