都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
222038,,静岡県,沼津市,けやきデンタルクリニック,ｹﾔｷﾃﾞﾝﾀﾙｸﾘﾆｯｸ,,沼津市寿町23-32,,,,055-924-2550,,055-924-2550,,,,,,,,,,,,
222038,,静岡県,沼津市,こだま耳鼻咽喉科クリニック,ｺﾀﾞﾏｼﾞﾋﾞｲﾝｺｳｶｸﾘﾆｯｸ,,沼津市庄栄町１０－１７,,,,055-926-1333,,055-926-1333,,,,,,,,,,,,
222038,,静岡県,沼津市,後藤歯科医院,ｺﾞﾄｳｼｶｲｲﾝ,,沼津市東椎路831,,,,055-925-3511,,055-925-3678,,,,,,,,,,,,
222038,,静岡県,沼津市,ごとう歯科医院,ｺﾞﾄｳｼｶｲｲﾝ,,沼津市原1418-45,,,,055-966-5511,,055-966-5621,,,,,,,,,,,,
222038,,静岡県,沼津市,小林医院,ｺﾊﾞﾔｼｲｲﾝ,,沼津市今沢６８０－３,,,,055-966-7700,,055-968-7701,,,,,,,,,,,,
222038,,静岡県,沼津市,小林内科医院,ｺﾊﾞﾔｼﾅｲｶｲｲﾝ,,沼津市米山町７－８,,,,055-921-2165,,055-921-2171,,,,,,,,,,,,
222038,,静岡県,沼津市,こんどうクリニック,ｺﾝﾄﾞｳｸﾘﾆｯｸ,,沼津市岡宮１１５７－１,,,,055-925-2420,,055-925-2422,,,,,,,,,,,,
222038,,静岡県,沼津市,斎藤歯科医院,ｻｲﾄｳｼｶｲｲﾝ,,沼津市玉江町1-4,,,,055-935-6355,,055-935-6355,,,,,,,,,,,,
222038,,静岡県,沼津市,酒井医院,ｻｶｲｲｲﾝ,,沼津市今沢２０６,,,,055-966-1755,,055-955-7222,,,,,,,,,,,,
222038,,静岡県,沼津市,堺沢歯科医院,ｻｶｲｻﾞﾜｼｶｲｲﾝ,,沼津市大手町2-9-5,,,,055-962-2849,,055-962-9370,,,,,,,,,,,,
222038,,静岡県,沼津市,酒井歯科医院,ｻｶｲｼｶｲｲﾝ,,沼津市今沢340,,,,055-968-1551,,055-968-1551,,,,,,,,,,,,
222038,,静岡県,沼津市,桜井歯科医院,ｻｸﾗｲｼｶｲｲﾝ,,沼津市沼北町1-5-17,,,,055-921-1008,,055-921-1008,,,,,,,,,,,,
222038,,静岡県,沼津市,さくらんぼ助産院,ｻｸﾗﾝﾎﾞｼﾞｮｻﾝｲﾝ,,沼津市大平９２３,,,,055-941-7678,,,,,,,,,,,,,,
222038,,静岡県,沼津市,笹本歯科,ｻｻﾓﾄｼｶ,,沼津市大手町5-6-7　,ヌマヅスルガビル５F,,,055-951-2815,,055-951-2815,,,,,,,,,,,,
222038,,静岡県,沼津市,佐藤医院,ｻﾄｳｲｲﾝ,,沼津市大岡日吉１６９９ー６,,,,055-962-5479,,055-962-5479,,,,,,,,,,,,
222038,,静岡県,沼津市,サトウ歯科,ｻﾄｳｼｶ,,沼津市石川163,,,,055-966-2035(診),,055-966-9552(診),,,,,,,,,,,,
222038,,静岡県,沼津市,さとう歯科医院,ｻﾄｳｼｶｲｲﾝ,,沼津市大岡810-26,,,,055-920-3515,,055-920-3515,,,,,,,,,,,,
222038,,静岡県,沼津市,さとやま整形外科内科,ｻﾄﾔﾏｾｲｹｲｹﾞｶﾅｲｶ,,沼津市東原560-1,,,,055-939-8031,,055-968-6777,,,,,,,,,,,,
222038,,静岡県,沼津市,佐野歯科クリニック,ｻﾉｼｶｸﾘﾆｯｸ,,沼津市大岡1420-3,,,,055-951-0522,,055-951-0525,,,,,,,,,,,,
222038,,静岡県,沼津市,澤木歯科医院,ｻﾜｷｼｶｲｲﾝ,,沼津市旭町２２,,,,055-951-1571,,055-952-1823,,,,,,,,,,,,
222038,,静岡県,沼津市,澤木小児科医院,ｻﾜｷｼｮｳﾆｶｲｲﾝ,,沼津市旭町２２,,,,055-951-1571,,055-952-1823,,,,,,,,,,,,
222038,,静岡県,沼津市,さわだの森耳鼻咽喉科クリニック,ｻﾜﾀﾞﾉﾓﾘｼﾞﾋﾞｲﾝｺｳｶｸﾘﾆｯｸ,,沼津市西沢田３４０－１,,,,055-929-8787,,055-929-8788,,,,,,,,,,,,
222038,,静岡県,沼津市,さわだ･メディカル･クリニック,ｻﾜﾀﾞﾒﾃﾞｨｶﾙｸﾘﾆｯｸ,,沼津市西沢田３２５－１,,,,055-921-1711,,055-921-1391,,,,,,,,,,,,
222038,,静岡県,沼津市,獅子浜医院,ｼｼﾊﾏｲｲﾝ,,沼津市獅子浜２３７,,,,055-931－3175,,055-931－9676,,,,,,,,,,,,
222038,,静岡県,沼津市,耳鼻咽喉科岩渕医院,ｼﾞﾋﾞｲﾝｺｳｶｲﾜﾌﾞﾁｲｲﾝ,,沼津市八幡町８５,,,,055-951－4161,,055-951－4161,,,,,,,,,,,,
222038,,静岡県,沼津市,耳鼻科サイラクリニック,ｼﾞﾋﾞｶｻｲﾗｸﾘﾆｯｸ,,沼津市市場町１２－２９,,,,055-935-1133,,055-935-5533,,,,,,,,,,,,
222038,,静岡県,沼津市,庄司歯科医院,ｼｮｳｼﾞｼｶｲｲﾝ,,沼津市本町9,,,,055-962-1122,,055-962-3433,,,,,,,,,,,,
222038,,静岡県,沼津市,小児歯科よしいけ,ｼｮｳﾆｼｶﾖｼｲｹ,,沼津市市場町7-8,,,,055-932-6106,,055-932-6106,,,,,,,,,,,,
222038,,静岡県,沼津市,白石医院,ｼﾗｲｼｲｲﾝ,,沼津市市道町１２－２５,,,,055-951-4593,,055-951-5829,,,,,,,,,,,,
222038,,静岡県,沼津市,シラカベ歯科医院,ｼﾗｶﾍﾞｼｶｲｲﾝ,,沼津市本字下一丁田889-7,,,,055-952-3333,,055-952-3333,,,,,,,,,,,,
222038,,静岡県,沼津市,心療内科ゆうゆう,ｼﾝﾘｮｳﾅｲｶﾕｳﾕｳ,,沼津市高沢町3-15　,エンゼルパークビル２階,,,055-929-1300,,055-929-1301,,,,,,,,,,,,
222038,,静岡県,沼津市,杉谷小児科医院,ｽｷﾞﾀﾆｼｮｳﾆｶｲｲﾝ,,沼津市筒井町８－１６,,,,055-923－6543,,055-924－3989,,,,,,,,,,,,
222038,,静岡県,沼津市,すぎやまメンタルクリニック,ｽｷﾞﾔﾏﾒﾝﾀﾙｸﾘﾆｯｸ,,沼津市黒瀬町２,,,,055-960－7915,,055-960－7951,,,,,,,,,,,,
222038,,静岡県,沼津市,勝呂医院,ｽｸﾞﾛｲｲﾝ,,沼津市千本中町１９,,,,055-962－3083,,055-962－3084,,,,,,,,,,,,
222038,,静岡県,沼津市,鈴木統歯科クリニック,ｽｽﾞｷｵｻﾑｼｶｸﾘﾆｯｸ,,沼津市西間門字南側443-1,,,,055-951-6383,,055-951-6384,,,,,,,,,,,,
222038,,静岡県,沼津市,鈴木歯科医院,ｽｽﾞｷｼｶｲｲﾝ,,沼津市吉田町28-26,,,,055-931-1192,,055-931-1192,,,,,,,,,,,,
222038,,静岡県,沼津市,鈴木歯科医院,ｽｽﾞｷｼｶｲｲﾝ,,沼津市北高島町4-11,,,,055-922-2888,,055-922-2889,,,,,,,,,,,,
222038,,静岡県,沼津市,鈴木歯科クリニック,ｽｽﾞｷｼｶｸﾘﾆｯｸ,,沼津市志下178-2,,,,055-934-1111,,055-934-1000,,,,,,,,,,,,
222038,,静岡県,沼津市,すずきファミリークリニック,ｽｽﾞｷﾌｧﾐﾘｰｸﾘﾆｯｸ,,沼津市一本松４７６－１,,,,055-960-0333,,055-960-0311,,,,,,,,,,,,
222038,,静岡県,沼津市,するがホームＥクリニック,ｽﾙｶﾞﾎｰﾑｲｰｸﾘﾆｯｸ,,沼津市新宿町12-5　,ミルカ2号館,,,055-929-2055,,055-929-2051,,,,,,,,,,,,
222038,,静岡県,沼津市,すんとう歯科クリニック,ｽﾝﾄｳｼｶｸﾘﾆｯｸ,,沼津市大平138-1,,,,055-933-3418,,055-933-3418,,,,,,,,,,,,
222038,,静岡県,沼津市,駿東整形外科医院,ｽﾝﾄｳｾｲｹｲｹﾞｶｲｲﾝ,,沼津市高沢町６－1,,,,055-922－8855,,055-922－8857,,,,,,,,,,,,
222038,,静岡県,沼津市,瀬尾眼科医院,ｾｵｶﾞﾝｶｲｲﾝ,,沼津市市場町２１－１０,,,,055-933-9900,,055-933-9901,,,,,,,,,,,,
222038,,静岡県,沼津市,関外科胃腸科医院,ｾｷｹﾞｶｲﾁｮｳｶｲｲﾝ,,沼津市花園町９－３,,,,055-921-2185,,055-925-4681,,,,,,,,,,,,
222038,,静岡県,沼津市,せきざわ歯科医院,ｾｷｻﾞﾜｼｶｲｲﾝ,,沼津市西間門227-4,,,,055-951-6123,,055-951-6123,,,,,,,,,,,,
222038,,静岡県,沼津市,関歯科医院,ｾｷｼｶｲｲﾝ,,沼津市庄栄町7－8,,,,055-921-1530,,055-921-1530,,,,,,,,,,,,
222038,,静岡県,沼津市,関谷レディースクリニック,ｾｷﾔﾚﾃﾞｨｰｽｸﾘﾆｯｸ,,沼津市西椎路１４９－１,,,,055-968-6611,,055-968-6612,,,,,,,,,,,,
222038,,静岡県,沼津市,芹澤クリニック,ｾﾘｻﾞﾜｸﾘﾆｯｸ,,沼津市大岡１７４５－１,,,,055-963-3377,,055-963-3366,,,,,,,,,,,,
222038,,静岡県,沼津市,芹澤歯科医院,ｾﾘｻﾞﾜｼｶｲｲﾝ,,沼津市大岡1962,,,,055-922-5161,,055-922-5169,,,,,,,,,,,,
222038,,静岡県,沼津市,せりざわ歯科医院,ｾﾘｻﾞﾜｼｶｲｲﾝ,,沼津市我入道江川16-26,,,,055-932-7070,,055-932-7070,,,,,,,,,,,,
222038,,静岡県,沼津市,ソデ歯科医院,ｿﾃﾞｼｶｲｲﾝ,,沼津市高島町27-11,,,,055-921-2720,,055-921-3002,,,,,,,,,,,,
222038,,静岡県,沼津市,高田胃腸科・内科クリニック,ﾀｶﾀﾞｲﾁｮｳｶﾅｲｶｸﾘﾆｯｸ,,沼津市仲町７,,,,055-962－1410,,055-951－3608,,,,,,,,,,,,
222038,,静岡県,沼津市,髙遠内科クリニック,ﾀｶﾄｳﾅｲｶｸﾘﾆｯｸ,,沼津市東椎路９２２－１,,,,055-926-8739,,055-926-8737,,,,,,,,,,,,
222038,,静岡県,沼津市,田口歯科医院,ﾀｸﾞﾁｼｶｲｲﾝ,,沼津市今沢680-2,,,,055-966-6216（診）,,055-966-6432,,,,,,,,,,,,
222038,,静岡県,沼津市,田沢医院,ﾀｻﾞﾜｲｲﾝ,,沼津市大手町３－７－１,,,,055-962－1205,,055-951－1013,,,,,,,,,,,,
222038,,静岡県,沼津市,田中医院,ﾀﾅｶｲｲﾝ,,沼津市高島町２３－１５,,,,055-921-2053,,055-923-6307,,,,,,,,,,,,
222038,,静岡県,沼津市,たなか歯科,ﾀﾅｶｼｶ,,沼津市東沢田233-8,,,,055-923-6884,,055-923-0066,,,,,,,,,,,,
222038,,静岡県,沼津市,田原歯科医院,ﾀﾊﾗｼｶｲｲﾝ,,沼津市庄栄町10-43,,,,,,055-922-8045,,,,,,,,,,,,
222038,,静岡県,沼津市,たまだ歯科医院,ﾀﾏﾀﾞｼｶｲｲﾝ,,沼津市高砂町7-10,,,,055-924-3799,,055-924-2704,,,,,,,,,,,,
222038,,静岡県,沼津市,千葉医院,ﾁﾊﾞｲｲﾝ,,沼津市下香貫八重１１６－１,,,,055-931-1701,,055-931-1701,,,,,,,,,,,,
222038,,静岡県,沼津市,千葉歯科医院,ﾁﾊﾞｼｶｲｲﾝ,,沼津市大手町2-9-1　２F,,,,055-964-1500,,055-964-1503,,,,,,,,,,,,
222038,,静岡県,沼津市,中央歯科医院,ﾁｭｳｵｳｼｶｲｲﾝ,,沼津市末広町28,,,,055-962-3788,,055-962-3788,,,,,,,,,,,,
222038,,静岡県,沼津市,塚本歯科クリニック,ﾂｶﾓﾄｼｶｸﾘﾆｯｸ,,沼津市下香貫前原１４９９－１,,,,055-934-8020,,055-934-8021,,,,,,,,,,,,
222038,,静岡県,沼津市,土屋歯科,ﾂﾁﾔｼｶ,,沼津市大岡1142-1,,,,055-962-3136,,055-962-3141,,,,,,,,,,,,
222038,,静岡県,沼津市,津野歯科医院,ﾂﾉｼｶｲｲﾝ,,沼津市大岡2275-6,,,,055-921-5164,,055-921-5260,,,,,,,,,,,,
222038,,静岡県,沼津市,つりた耳鼻咽喉科クリニック,ﾂﾘﾀｼﾞﾋﾞｲﾝｺｳｶｸﾘﾆｯｸ,,沼津市宮前町１３－４,,,,055-927-3387,,055-927-3389,,,,,,,,,,,,
222038,,静岡県,沼津市,手塚クリニック,ﾃﾂﾞｶｸﾘﾆｯｸ,,沼津市西浦木負７６７－１４,,,,055-942-3200,,055-942-3222,,,,,,,,,,,,
222038,,静岡県,沼津市,てらだ医院,ﾃﾗﾀﾞｲｲﾝ,,沼津市原１７０２－１２,,,,055-967-1286,,055-967-8643,,,,,,,,,,,,
222038,,静岡県,沼津市,寺田医院,ﾃﾗﾀﾞｲｲﾝ,,沼津市上香貫三貫地１１７３－５,,,,055-931－3181,,055-931－3181,,,,,,,,,,,,
222038,,静岡県,沼津市,デンタルオフィスみなと,ﾃﾞﾝﾀﾙｵﾌｨｽﾐﾅﾄ,,沼津市本田町５－１７,,,,055-926-8241,,055-922-9911,,,,,,,,,,,,
222038,,静岡県,沼津市,トータルサポートクリニック沼津,トータルサポートクリニックヌマヅ,,沼津市原1721-15　,１F東号室,,,055-957-4910,,055-957-4981,,,,,,,,,,,,
222038,,静岡県,沼津市,戸田診療所,ﾄﾀﾞｼﾝﾘｮｳｼﾞｮ,,沼津市戸田９１６－３,,,,0558-94-3720,,0558-94-5777,,,,,,,,,,,,
222038,,静岡県,沼津市,とりい内科クリニック,ﾄﾘｲﾅｲｶｸﾘﾆｯｸ,,沼津市杉崎町13-42,,,,055-960-8007,,055-957-1187,,,,,,,,,,,,
222038,,静岡県,沼津市,内藤泌尿器科医院,ﾅｲﾄｳﾋﾆｮｳｷｶｲｲﾝ,,沼津市大岡字中石田２４４２－４,,,,055-925-7110,,055-925-9110,,,,,,,,,,,,
222038,,静岡県,沼津市,なおきクリニック,ﾅｵｷｸﾘﾆｯｸ,,沼津市東椎路７０８－１,,,,055-929－8555,,055-923－0009,,,,,,,,,,,,
222038,,静岡県,沼津市,中江歯科クリニック,ﾅｶｴｼｶｸﾘﾆｯｸ,,沼津市岡宮973-5,,,,055-926-2555,,055-926-2555,,,,,,,,,,,,
222038,,静岡県,沼津市,長尾歯科医院,ﾅｶﾞｵｼｶｲｲﾝ,,沼津市上香貫宮原町1505,,,,055-931-3780,,055-931-3780,,,,,,,,,,,,
222038,,静岡県,沼津市,長澤歯科医院,ﾅｶﾞｻﾜｼｶｲｲﾝ,,沼津市大手町3-1-3　,エイブルコア5F,,,055-951-1560,,055-951-1599,,,,,,,,,,,,
222038,,静岡県,沼津市,ながさわ原町歯科医院,ﾅｶﾞｻﾜﾊﾗﾏﾁｼｶｲｲﾝ,,沼津市原1764-1,,,,055-969-2212,,055-969-2212,,,,,,,,,,,,
222038,,静岡県,沼津市,中島歯科医院,ﾅｶｼﾞﾏｼｶｲｲﾝ,,沼津市三園町9-14,,,,055-932-7177,,055-960-7197,,,,,,,,,,,,
222038,,静岡県,沼津市,永野医院,ﾅｶﾞﾉｲｲﾝ,,沼津市大岡１４０１－１,,,,055-962－4450,,055-962－4537,,,,,,,,,,,,
222038,,静岡県,沼津市,中ノ森眼科,ﾅｶﾉﾓﾘｶﾞﾝｶ,,沼津市緑ヶ丘２－３,,,,055-921-3217,,055-921-3357,,,,,,,,,,,,
222038,,静岡県,沼津市,中ノ森歯科医院,ﾅｶﾉﾓﾘｼｶｲｲﾝ,,沼津市緑ヶ丘2-10,,,,055-923-6784,,055-923-6784,,,,,,,,,,,,
222038,,静岡県,沼津市,中山医院,ﾅｶﾔﾏｲｲﾝ,,沼津市神田町3-3,,,,055-929-7007,,055-929-7008,,,,,,,,,,,,
222038,,静岡県,沼津市,中山皮膚科･形成外科,ﾅｶﾔﾏﾋﾌｶｹｲｾｲｹﾞｶ,,沼津市筒井町８－６,,,,055-923-1020,,055-923-1048,,,,,,,,,,,,
222038,,静岡県,沼津市,なつニューロクリニック,ﾅﾂﾆｭｰﾛｸﾘﾆｯｸ,,沼津市下香貫石原１２８２－２,,,,055-933－5585,,055-933－5586,,,,,,,,,,,,
222038,,静岡県,沼津市,にいづま歯科,ﾆｲﾂﾞﾏｼｶ,,沼津市大手町2-7-17,大手町ハイツ,,,055-964-2110,,055-964-2160,,,,,,,,,,,,
222038,,静岡県,沼津市,新妻ひふ科,ﾆｲﾂﾞﾏﾋﾌｶ,,沼津市大手町2-7-17　,大手町ハイツ１階,,,055-962－0311,,055-962－0313,,,,,,,,,,,,
222038,,静岡県,沼津市,西家歯科医院,ﾆｼｲｴｼｶｲｲﾝ,,沼津市原198,,,,055-966-0007,,055-966-0027,,,,,,,,,,,,
222038,,静岡県,沼津市,西方外科医院,ﾆｼｶﾀｹﾞｶｲｲﾝ,,沼津市共栄町２０－５,,,,055-921-1333,,055-921-6166,,,,,,,,,,,,
222038,,静岡県,沼津市,二本松眼科医院,ﾆﾎﾝﾏﾂｶﾞﾝｶｲｲﾝ,,沼津市玉江町５－５,,,,055-931－6111,,055-933－0071,,,,,,,,,,,,
222038,,静岡県,沼津市,沼津大山クリニック,ﾇﾏﾂﾞｵｵﾔﾏｸﾘﾆｯｸ,,沼津市大手町１－１－６　,イーラｄｅ2階,,,055-954－2274,,055-954－2300,,,,,,,,,,,,
222038,,静岡県,沼津市,沼津岡宮第一クリニック,ﾇﾏﾂﾞｵｶﾉﾐﾔﾀﾞｲｲﾁｸﾘﾆｯｸ,,沼津市岡宮字洞畑991-1,,,,055-926-2260,,055-926-2261,,,,,,,,,,,,
222038,,静岡県,沼津市,沼津血管外科・形成クリニック,ﾇﾏﾂﾞｹｯｶﾝｹﾞｶ･ｹｲｾｲｸﾘﾆｯｸ,,沼津市通道町8-9　,マキヤ御成橋ビル3階,,,055-957-7770,,055-964-2308,,,,,,,,,,,,
222038,,静岡県,沼津市,沼津歯科,ﾇﾏﾂﾞｼｶ,,沼津市大手町5-9-1,,,,055-957-1031,,055-957-1032,,,,,,,,,,,,
222038,,静岡県,沼津市,沼津勝和クリニック,ﾇﾏﾂﾞｼｮｳﾜｸﾘﾆｯｸ,,沼津市米山町2-62,,,,055-924－2311,,055-924－2314,,,,,,,,,,,,
222038,,静岡県,沼津市,沼津整形外科医院,ﾇﾏﾂﾞｾｲｹｲｹﾞｶｲｲﾝ,,沼津市共栄町１１－３,,,,055-921-3791,,055-922-5515,,,,,,,,,,,,
222038,,静岡県,沼津市,沼津ひまわり眼科,ﾇﾏﾂﾞﾋﾏﾜﾘｶﾞﾝｶ,,沼津市東椎路字東荒301番地3　,ららぽーと沼津1階19020,,,055-943-5182,,055-943-5182,,,,,,,,,,,,
222038,,静岡県,沼津市,ぬまづホームケアクリニック,ﾇﾏﾂﾞﾎｰﾑｹｱｸﾘﾆｯｸ,,沼津市江原町1-40,,,,055-929-2050,,055-929-2051,,,,,,,,,,,,
222038,,静岡県,沼津市,沼津夜間救急医療センター,ﾇﾏﾂﾞﾔｶﾝｷｭｳｷｭｳｲﾘｮｳｾﾝﾀｰ,,沼津市日の出町１－１５,,,,055-926-8699,,055-926-2001,,,,,,,,,,,,
222038,,静岡県,沼津市,野口歯科医院,ﾉｸﾞﾁｼｶｲｲﾝ,,沼津市三枚橋町6-5,,,,055-963-0050(診),,055-963-0050(診),,,,,,,,,,,,
222038,,静岡県,沼津市,パートナー歯科,ﾊﾟｰﾄﾅｰｼｶ,,沼津市大岡１７１９－１ ,大岡シティープラザ１０１,,,055-951-1150,,055-963-7745,,,,,,,,,,,,
222038,,静岡県,沼津市,萩野クリニック,ﾊｷﾞﾉｸﾘﾆｯｸ,,沼津市根古屋３０７－１,,,,055-966－7111,,055-966－7112,,,,,,,,,,,,
222038,,静岡県,沼津市,羽切医院,ﾊｷﾞﾘｲｲﾝ,,沼津市西椎路１３８－１,,,,055-968－3111,,055-968－3110,,,,,,,,,,,,
222038,,静岡県,沼津市,羽切歯科医院,ﾊｷﾞﾘｼｶｲｲﾝ,,沼津市西沢田351,,,,055-923-4641,,055-923-4651,,,,,,,,,,,,
222038,,静岡県,沼津市,白十字小児科医院,ﾊｸｼﾞｭｳｼﾞｼｮｳﾆｶｲｲﾝ,,沼津市下香貫馬場４８８－１,,,,055-933-5111,,055-932-0077,,,,,,,,,,,,
222038,,静岡県,沼津市,長谷川歯科,ﾊｾｶﾞﾜｼｶ,,沼津市日の出町383-6,,,,055-923-8100,,055-923-8100,,,,,,,,,,,,
222038,,静岡県,沼津市,はせがわ歯科,ﾊｾｶﾞﾜｼｶ,,沼津市三枚橋日ノ出町383-8,,,,055-923-8100,,055-923-8100,,,,,,,,,,,,
222038,,静岡県,沼津市,はだクリニック,ﾊﾀﾞｸﾘﾆｯｸ,,沼津市大岡１７２８－２,,,,055-952-5779,,055-952-5779,,,,,,,,,,,,
222038,,静岡県,沼津市,林医院,ﾊﾔｼｲｲﾝ,,沼津市住吉町７－１５,,,,055-931－1120,,055-931－1159,,,,,,,,,,,,
222038,,静岡県,沼津市,林内科医院,ﾊﾔｼﾅｲｶｲｲﾝ,,沼津市千本郷林１９０７－５３,,,,055-951－3288,,055-951－3298,,,,,,,,,,,,
222038,,静岡県,沼津市,原歯科医院,ﾊﾗｼｶｲｲﾝ,,沼津市御幸町14-10,,,,055-931-0707,,055-931-0707,,,,,,,,,,,,
222038,,静岡県,沼津市,はら仙石医院,ﾊﾗｾﾝｺﾞｸｲｲﾝ,,沼津市原町中２-12-1,,,,055-967-2012,,055-967-2012,,,,,,,,,,,,
222038,,静岡県,沼津市,原田歯科医院,ﾊﾗﾀﾞｼｶｲｲﾝ,,沼津市大塚327-3,,,,055-967-5566,,055-967-5566,,,,,,,,,,,,
222038,,静岡県,沼津市,春の木第一クリニック,ﾊﾙﾉｷﾀﾞｲｲﾁｸﾘﾆｯｸ,,沼津市東椎路字春ノ木５２０－２,,,,055-929－8650,,055-929－8651,,,,,,,,,,,,
222038,,静岡県,沼津市,パル博愛歯科,ﾊﾟﾙﾊｸｱｲｼｶ,,沼津市末広町4,,,,055-962-0432,,055-962-0458,,,,,,,,,,,,
222038,,静岡県,沼津市,はんがい歯科医院,ﾊﾝｶﾞｲｼｶｲｲﾝ,,沼津市米山町２－７　,石原ビル１F,,,055-925-0003,,055-925-0004,,,,,,,,,,,,
222038,,静岡県,沼津市,ビクラス歯科医院,ﾋﾞｸﾗｽｼｶｲｲﾝ,,沼津市上香貫三貫地1234-2,,,,055-932-8211,,055-932-7062,,,,,,,,,,,,
222038,,静岡県,沼津市,一杉麻酔科クリニック,ﾋﾄｽｷﾞﾏｽｲｶｸﾘﾆｯｸ,,沼津市大塚５６－１,,,,055-966－0236,,055-966－0435,,,,,,,,,,,,
222038,,静岡県,沼津市,ひまわり歯科,ﾋﾏﾜﾘｼｶ,,沼津市中瀬町１０－１１,,,,055-933-0648,,055-933-0648,,,,,,,,,,,,
222038,,静岡県,沼津市,平原歯科クリニック,ﾋﾗﾊﾗｼｶｸﾘﾆｯｸ,,沼津市大岡517-4　,鈴福ビル１F,,,055-952-1101,,055-952-1102,,,,,,,,,,,,
222038,,静岡県,沼津市,ひろせ歯科クリニック,ﾋﾛｾｼｶｸﾘﾆｯｸ,,沼津市根古屋203-2,,,,055-967-6480,,055-967-6480,,,,,,,,,,,,
222038,,静岡県,沼津市,ひろメンタルクリニック,ﾋﾛﾒﾝﾀﾙｸﾘﾆｯｸ,,沼津市大手町5-11-3　,ラピュタービル２F,,,055-954-5155,,055-954-5156,,,,,,,,,,,,
222038,,静岡県,沼津市,ファミリー歯科,ﾌｧﾐﾘｰｼｶｲｲﾝ,,沼津市高島本町9-1,,,,055-920-6111,,055-920-6110,,,,,,,,,,,,
222038,,静岡県,沼津市,福士内科クリニック,ﾌｸｼﾅｲｶｸﾘﾆｯｸ,,沼津市下香貫藤井原１６１９－８,,,,055-932-3553,,055-932-3554,,,,,,,,,,,,
222038,,静岡県,沼津市,フジ高砂クリニック,ﾌｼﾞﾀｶｻｺﾞｸﾘﾆｯｸ,,沼津市高砂町２－５,,,,055-941-5684,,055-941-6134,,,,,,,,,,,,
222038,,静岡県,沼津市,ふじわらクリニック,ﾌｼﾞﾜﾗｸﾘﾆｯｸ,,沼津市寿町１８－８,,,,055-924-8777,,055-924-8788,,,,,,,,,,,,
222038,,静岡県,沼津市,芙蓉クリニック,ﾌﾖｳｸﾘﾆｯｸ,,沼津市本田町５－１０,,,,055-922-3177,,055-922-3177,,,,,,,,,,,,
222038,,静岡県,沼津市,ふるかわ歯科医院,ﾌﾙｶﾜｼｶｲｲﾝ,,沼津市根古屋１０５－８４,,,,055-943-7580,,055-943-7581,,,,,,,,,,,,
222038,,静岡県,沼津市,古屋歯科医院,ﾌﾙﾔｼｶｲｲﾝ,,沼津市下香貫藤井原1618-6,,,,055-933-4435,,055-933-4435,,,,,,,,,,,,
222038,,静岡県,沼津市,古屋小児科医院,ﾌﾙﾔｼｮｳﾆｶｲｲﾝ,,沼津市西条町１３４,,,,055-963－0407,,055-963－3353,,,,,,,,,,,,
222038,,静岡県,沼津市,ふれあい沼津クリニック,ﾌﾚｱｲﾇﾏﾂﾞｸﾘﾆｯｸ,,沼津市下一丁田878-2,,,,055-964-5070,,055-964-5071,,,,,,,,,,,,
222038,,静岡県,沼津市,フレア咬合治療室,ﾌﾚｱｺｳｺﾞｳﾁﾘｮｳｼﾂ,,沼津市高島町10-32-1F,,,,055-925-1181,,,,,,,,,,,,,,
222038,,静岡県,沼津市,へだ歯科クリニック,ﾍﾀﾞｼｶｸﾘﾆｯｸ,,沼津市戸田2769-1,,,,0558-94-2221,,0558-94-2221,,,,,,,,,,,,
222038,,静岡県,沼津市,べっく･メディカル･クリニック,ﾍﾞｯｸﾒﾃﾞｨｶﾙｸﾘﾆｯｸ,,沼津市西沢田３３８－１,,,,055-921-1300,,055-921-1351,,,,,,,,,,,,
222038,,静岡県,沼津市,ベル歯科医院,ﾍﾞﾙｼｶｲｲﾝ,,沼津市中沢田290-4,,,,055-924-8088,,055-924-5720,,,,,,,,,,,,
222038,,静岡県,沼津市,望星第一クリニック,ﾎﾞｳｾｲﾀﾞｲｲﾁｸﾘﾆｯｸ,,沼津市柳町３－１８,,,,055-922-0222,,055-922-3192,,,,,,,,,,,,
222038,,静岡県,沼津市,ほりうち矯正歯科クリニック,ﾎﾘｳﾁｷｮｳｾｲｼｶｸﾘﾆｯｸ,,沼津市西間門４４７－２,,,,055－952－0489,,055－952－0489,,,,,,,,,,,,
222038,,静岡県,沼津市,堀江歯科医院,ﾎﾘｴｼｶｲｲﾝ,,沼津市三園町2-11,,,,055-931-8181,,055-931-2433,,,,,,,,,,,,
222038,,静岡県,沼津市,本多眼科医院,ﾎﾝﾀﾞｶﾞﾝｶｲｲﾝ,,沼津市御幸町６－１４,,,,055-931-1519,,055-935-0406,,,,,,,,,,,,
222038,,静岡県,沼津市,本多眼科分院,ﾎﾝﾀﾞｶﾞﾝｶﾌﾞﾝｲﾝ,,沼津市大手町１－１－３,商連ビル9階,,,055-962-5670,,,,,,,,,,,,,,
222038,,静岡県,沼津市,本田さくら眼科,ﾎﾝﾀﾞｻｸﾗｶﾞﾝｶ,,沼津市大手町3-2-15　,YKビル1F,,,055-951-1365,,055-951-1383,,,,,,,,,,,,
